,log_Nu,log_Re,log_Pr
0,2.624922773976957,5.757462868299255,0.052665499051032294
1,2.578712180695004,5.758500240309246,0.026697975354495883
2,2.549197498576487,5.760194427684911,0.01011443837496374
3,2.702183549524184,5.635935904879377,0.21017888999781648
4,2.6303440027251797,5.634882217790962,0.15594773217462438
5,2.5426856710534063,5.635087301707029,0.09739936635587353
6,2.4754394787703182,5.63326746544875,0.051119230000573834
7,2.440217493535458,5.635818954701774,0.030531462786337903
8,2.376160961865719,5.635058009933376,3.0637588401354175e-05
9,2.5581856594932284,5.466243287135668,0.1999855061052159
10,2.4641266996677977,5.463425575866744,0.12983144853872552
11,2.3704532491390276,5.464034014147653,0.0681852642107957
12,2.3203911680248956,5.4629033780299965,0.035413472767989125
13,2.289171669068065,5.468484367136877,0.004925251557154362
14,2.3402714982979984,5.1649107225245565,0.18203294883208257
15,2.292127884409722,5.164131718760706,0.12009219204032505
16,2.2557827395781938,5.167239384843139,0.07371451723403755
17,2.235227032013852,5.166205965005364,0.04297243305694653
18,2.921071024252187,5.953486224447462,0.1563043605549121
19,2.8201642833267364,5.952951188221181,0.09589303861213083
20,2.75227323622245,5.9536831770194825,0.05290993404062754
21,2.714239738462899,5.955479756844924,0.027168030648618585
22,2.6687231365936324,5.9539784385074555,0.00021837906286519023
23,3.2461570689874173,5.873544466416968,0.34720969051134726
24,2.7814102306959727,5.8744738003579995,0.12495601207431585
25,2.6989775696353235,5.874979872835427,0.07007763728150837
26,2.6451141436231014,5.878606289765598,0.032799020547471566
27,2.5810019463492493,5.877384079695892,-0.0021659720048441125
28,2.5387936922795453,5.875519034272649,-0.01942936941119317
29,2.6809426256786764,5.759952805176544,0.129672798773115
30,2.563377844139527,5.757948755178755,0.02965608503931758
31,2.532760913358242,5.759601114110132,0.03404285711336807
32,2.4611673995301735,5.758610453349275,-0.007501561919272276
33,3.0810719603955157,5.87428809259405,0.23600444184170152
34,2.650501050765437,5.642089625678882,0.15777218566646398
35,2.5263594607228312,5.640819589069689,0.08806092452301548
36,2.496459839776528,5.638936576325979,0.060854129618729616
37,2.5003399169304252,5.639052690084281,0.04840304658092952
38,2.4849711587933494,5.638849470629834,0.028856136067391226
39,2.46821568233728,5.639690761429316,0.013391436077268204
40,2.410819494373361,5.6384718105996985,-0.012549294983565704
41,2.4695714899820347,5.467451459349847,0.13371753796852448
42,2.7957497169298455,5.878723307467698,0.08164179404638265
43,2.4198444588540524,5.4672359606693455,0.08772531160664418
44,1.8243776003029524,5.466761486837482,0.06267023194567828
45,2.371826538506255,5.466459278825554,0.03259468822282201
46,2.3534803233751997,5.467149731247459,0.01158207326038387
47,2.346067565351423,5.466890940208773,-0.001149337700213158
48,2.339148260018146,5.466243287135668,-0.014072768333186353
49,2.2759374688859957,5.1649107225245565,0.12672600653755275
50,2.2093744492520226,5.164478115175404,0.06534730462856342
51,2.200051995705104,5.1649107225245565,0.034458088438665144
52,2.1978870593866384,5.1673253922663145,0.011365994587499461
53,2.192161533381033,5.1657746465848655,-0.006667309989807916
54,2.798773308149244,5.955759802303366,0.06195652310527155
55,2.6594474087726043,5.956808367402781,0.003050244645026261
56,2.583662121895663,5.957199183610844,-0.022289750950477808
57,2.534942762848082,5.956305372096787,-0.0378889013196034
58,2.732274345507102,5.875249537222795,0.06830165502292714
59,2.6534496116350783,5.8747269103109065,0.0328483714335767
60,2.5770031578601786,5.873645944994088,0.0008374137705398369
61,2.52945766418204,5.876107976685173,-0.018540949947029463
62,2.484822704876057,5.876326523470699,-0.034882336783557295
63,2.618365452020661,5.75803703987325,0.06618955786070402
64,2.5717765144213187,5.756843679564943,0.02703140151829743
65,2.5425472501460624,5.757529157619677,0.0074526164785945065
66,2.5076372445591395,5.757970828034947,-0.010612362802324953
67,2.4800136679620235,5.7593811624812705,-0.024145461310142977
68,2.4580224229168666,5.757507062303761,-0.0360055466318407
69,2.5112973276262673,5.636344982669607,0.0575473698573444
70,2.4914528548350745,5.635204449049273,0.024235451738826488
71,2.4704291114826034,5.636812028803505,0.006515559471991882
72,2.4620298845291093,5.638965607676095,-0.005951521095693533
73,2.4540228245507683,5.636286566571341,-0.016846266929271575
74,2.447234899648886,5.636257355575406,-0.025801708732230956
75,2.431933084748983,5.634794295028863,-0.03571451676942283
76,2.507469814879771,5.464381310833016,0.11917645221756723
77,2.379614776516527,5.464207697206118,0.05021838079105742
78,2.366292679415916,5.461769790745551,0.02765717243893093
79,2.3664485410600116,5.463382083354374,0.011748262228860207
80,2.355437490126523,5.463947146564224,-0.004244764119548206
81,2.355685649650269,5.464468091626971,-0.01431047394576505
82,2.3552310687801303,5.463208069736138,-0.02490753787544128
83,2.355138294908914,5.465378244559254,-0.025005117040874384
84,2.3529253798335024,5.463990582527845,-0.04036325201550754
85,2.2358282796701348,5.164737731292672,0.05218880029785345
86,2.9636305854646836,5.762603287884845,0.21518291806066614
87,2.158254054678638,5.16395841689013,0.0031209186439117784
88,2.148047465868685,5.164564671126245,-0.0191645938070579
89,2.1490716398240317,5.164391541970312,-0.03223229447158377
90,2.1543234937256432,5.1649107225245565,-0.04207331540575571
91,2.899935682243025,5.9537394327814654,0.06102204924831917
92,2.8433503883221642,5.951977986792506,0.035505155234308826
93,2.7804913790221457,5.952725712464593,0.011077978951414356
94,2.7381212063731173,5.954020602338033,-0.005515851667928
95,2.6957904302728264,5.952542427177255,-0.02299200453711759
96,2.8215007231986777,5.765064009811634,0.12637704249254048
97,2.6683375454391163,5.954905098493243,-0.033724856680375566
98,2.6042577761870653,5.9529652765699055,-0.05069307942672064
99,2.7463008129852784,5.870625285044804,0.028483569902398084
100,2.698976085048297,5.870148206826117,0.0073366020182905976
101,2.655015558880325,5.869482830459228,-0.010941506548520137
102,2.631884704888548,5.869243728532286,-0.0232123518024836
103,2.6220923537489553,5.869055770340737,-0.030860359879424218
104,2.607192129976549,5.869004494894655,-0.03785501628808823
105,2.574840044926055,5.869107039733643,-0.049532910986264826
106,2.5976851838365222,5.759337158784804,0.01104134876847489
107,2.5681062279241043,5.759227130033512,-0.0060101669326984315
108,2.543500402765223,5.760545638808951,-0.026565100617634976
109,2.5389692053285633,5.762952557152751,-0.033338404698139576
110,2.535726375258356,5.761466218957822,-0.039223450475285464
111,2.5256835096667216,5.761356728352955,-0.04700836766275175
112,2.5166359035941435,5.761641346529893,-0.05265889192403481
113,2.5127203044304167,5.636578568520016,0.008660427686708404
114,2.484419578784314,5.636957877776197,-0.019621591123899936
115,2.4737247073859825,5.635789712235891,-0.029705832256328713
116,2.4732626551184818,5.640067363411675,-0.035970481025018215
117,2.463484984899116,5.637890153133922,-0.04413009555517213
118,2.4537778121284157,5.63882043151499,-0.05089303932285692
119,2.4494476760221136,5.637802837284303,-0.05624657814110795
120,2.40267590933851,5.463860261602065,-0.011663442478281012
121,2.3892147598991955,5.462859833187939,-0.023897337570210144
